AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,CommunityDistrict,CensusTract2010,NTA,CityCouncilDistrict,CongressionalDistrict,StateSenatorialDistrict,LicenseIssuedDate,LicenseExpiredDate
LIAM,M,8/1/2015 0:00,Boxer,Queens,11379,405,507,QN21,30,6,15,10/22/2015,10/22/2016
LACEY ,F,1/1/2006 0:00,Unknown,Bronx,10463,208,295,BX29,11,16,34,11/21/2015,12/30/2016
JACKO,M,2/1/2015 0:00,Pug,Manhattan,10036,104,129,MN15,3,10,31,4/30/2015,4/30/2016
BEATTY,M,4/1/2014 0:00,Dachshund Smooth Coat,Staten Island,10314,502,29104,SI05,50,11,24,2/18/2016,3/18/2017
WILL ,F,9/1/2011 0:00,Yorkshire Terrier,Manhattan,10025,107,195,MN09,7,10,31,6/28/2016,7/27/2017
MINI ,F,1/1/2002 0:00,Papillon,Queens,11378,405,515,QN30,30,6,15,6/27/2016,7/30/2017
BELLA,F,2/1/2010 0:00,American Pit Bull Terrier/Pit Bull,Queens,11358,407,1195,QN52,19,6,11,11/19/2014,7/6/2016
CASEY,F,6/1/2009 0:00,American Pit Bull Terrier/Pit Bull,Staten Island,10306,502,11202,SI45,50,11,24,9/30/2016,8/18/2017
MICHAELA ,F,6/1/2004 0:00,Havanese,Queens,11419,409,108,QN54,28,5,10,2/12/2016,2/28/2017
DOBBY,M,2/1/2014 0:00,Poodle,Brooklyn,11230,314,764,BK42,45,9,21,4/2/2016,4/22/2017
POPPY ,F,1/1/2014 0:00,Beagle,Manhattan,10065,108,110,MN31,4,12,28,6/24/2015,6/24/2016
MISSY,F,1/1/2004 0:00,Golden Retriever,Manhattan,10021,108,120,MN40,4,12,28,6/24/2015,5/30/2016
DANA,F,3/1/2012 0:00,Unknown,Queens,11358,407,1147,QN51,19,6,11,8/17/2015,8/6/2016
BUSTER,M,10/1/2013 0:00,Maltese,Brooklyn,11218,312,496,BK41,39,10,21,1/8/2015,1/8/2020
MAX,M,6/1/2006 0:00,Australian Silky Terrier,Manhattan,10023,107,153,MN14,6,10,27,5/1/2015,5/1/2020
PIPPI,F,5/1/2015 0:00,Labrador Retriever Crossbreed,Manhattan,10016,106,66,MN20,2,12,28,9/25/2015,9/25/2016
SCHATZI,F,1/1/2008 0:00,"Schnauzer, Standard",Manhattan,10009,103,34,MN22,2,12,27,1/23/2015,12/9/2016
RUSTY,M,3/1/2010 0:00,Shih Tzu,Bronx,10458,206,385,BX01,15,15,33,3/13/2015,3/13/2016
DR. ,M,4/1/2014 0:00,Puggle,Manhattan,10012,102,49,MN24,3,10,26,9/19/2015,9/19/2017
UNKNOWN,M,7/1/2015 0:00,Puggle,Manhattan,10280,101,31704,MN25,1,10,26,10/16/2015,10/16/2016
MOCHA,F,12/1/2014 0:00,Havanese,Manhattan,10038,101,1502,MN25,1,10,26,3/11/2015,3/11/2016
MICKY ,M,7/1/2011 0:00,Unknown,Bronx,10472,209,5001,BX55,18,15,32,10/13/2016,11/19/2017
MILO,M,3/1/2015 0:00,Chihuahua Crossbreed,Bronx,10455,202,83,BX33,8,15,32,6/23/2016,8/17/2017
COCO,F,4/1/2015 0:00,Maltese,Queens,11364,411,145102,QN46,20,6,11,7/12/2016,7/18/2017
BISCUIT,F,7/1/2013 0:00,Shih Tzu,Queens,11420,410,168,QN55,28,5,10,4/10/2015,4/10/2016
COOPER,M,2/1/2012 0:00,Unknown,Staten Island,10305,502,64,SI14,50,11,24,5/17/2016,5/17/2017
V22598-BELLA,F,6/1/2012 0:00,Bassett Hound,Queens,11357,407,981,QN49,19,3,11,8/17/2015,8/30/2016
LEXI,F,10/1/2014 0:00,Labrador Retriever,Staten Island,10301,501,39,SI08,49,11,23,6/1/2016,6/1/2017
ACE,M,4/1/2014 0:00,Unknown,Manhattan,10011,104,93,MN13,3,10,27,9/9/2015,7/20/2016
CIPRELLO ,F,1/1/2006 0:00,Unknown,Staten Island,10306,503,13204,SI25,51,11,24,3/30/2016,4/29/2017
LINDY,F,5/1/2012 0:00,Labrador Retriever,Manhattan,10024,107,165,MN12,6,10,29,1/15/2016,8/21/2017
KLEY,M,12/1/2008 0:00,Unknown,Brooklyn,11207,305,1146,BK83,37,7,18,7/17/2015,8/10/2016
AGUSTINA,F,8/1/2015 0:00,Yorkshire Terrier,Queens,11372,403,281,QN28,25,14,13,12/28/2015,12/28/2016
LUCKY,M,6/1/2008 0:00,Unknown,Queens,11364,411,1367,QN42,23,6,11,7/13/2016,8/11/2017
MIKEY,M,10/1/2009 0:00,Unknown,Brooklyn,11216,308,31702,BK61,35,9,20,7/11/2015,7/11/2016
COOPER,M,6/1/2015 0:00,Boxer,Staten Island,10314,502,29104,SI05,50,11,24,9/15/2016,8/26/2017
GAMBIT,M,9/1/2007 0:00,Unknown,Brooklyn,11223,311,400,BK29,47,11,22,5/4/2016,5/15/2017
LUNA,F,6/1/2014 0:00,Siberian Husky,Manhattan,10016,106,88,MN19,4,12,27,10/4/2015,10/4/2016
BUSTER,M,2/1/2009 0:00,Cavalier King Charles Spaniel,Manhattan,10282,101,31703,MN25,1,10,26,3/31/2015,4/2/2016
HUMPHREY,M,5/1/2013 0:00,Golden Retriever,Manhattan,10017,106,90,MN19,4,12,28,10/11/2014,10/11/2016
CARLEY,F,2/1/2016 0:00,Bichon Frise,Brooklyn,11232,307,84,BK32,38,7,20,7/15/2016,7/15/2017
VOUS,F,4/1/2011 0:00,Shetland Sheepdog,Brooklyn,11201,302,1,BK09,33,7,26,11/19/2016,12/27/2017
PEDRITO ,M,1/1/2004 0:00,Yorkshire Terrier,Bronx,10471,208,323,BX22,11,16,34,12/16/2014,1/30/2018
NIKO,M,8/1/2008 0:00,"Poodle, Toy",Manhattan,10025,107,189,MN12,7,13,30,8/12/2015,8/12/2016
JACKIE ,M,1/1/2001 0:00,Unknown,Manhattan,10024,107,163,MN12,6,10,29,2/2/2016,3/30/2017
DASEIN,F,1/1/2006 0:00,Boston Terrier,Staten Island,10301,501,11,SI22,49,11,23,7/15/2016,9/30/2017
BRAYDEN,M,12/1/2014 0:00,Labrador Retriever,Manhattan,10011,104,81,MN13,3,12,27,6/6/2016,6/6/2019
PIGLET,F,12/1/2014 0:00,"Bull Dog, French",Queens,11105,401,115,QN72,22,14,12,8/16/2016,8/16/2017
DAMU,M,1/1/2014 0:00,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11207,305,1104,BK82,42,8,19,11/13/2015,11/13/2016
NARA ,F,10/1/2015 0:00,Shiba Inu,Manhattan,10022,106,98,MN19,4,12,28,1/25/2016,1/25/2017
GERTRUDE,F,11/1/2012 0:00,Yorkshire Terrier,Brooklyn,11217,306,161,BK64,39,9,20,4/2/2015,1/28/2016
HUGO,M,3/1/2011 0:00,American Pit Bull Mix / Pit Bull Mix,Manhattan,10075,108,136,MN32,5,12,28,6/7/2016,6/3/2021
MAX,M,1/1/2010 0:00,German Shepherd Dog,Staten Island,10308,503,13203,SI54,51,11,24,5/23/2016,5/23/2017
PICKLE,F,9/1/2015 0:00,Maltese Crossbreed,Brooklyn,11201,302,21,BK38,33,7,26,1/25/2016,1/25/2017
JAYJAY ,M,11/1/2013 0:00,American Pit Bull Terrier/Pit Bull,Bronx,10462,211,22403,BX49,13,14,34,1/15/2016,3/29/2017
PLUTO,M,4/1/2013 0:00,Maltese,Queens,11369,403,363,QN27,21,14,13,8/1/2015,8/1/2016
SHAYNA ,F,1/1/2000 0:00,Wheaton Terrier,Brooklyn,11210,314,750,BK43,45,9,17,11/14/2016,10/30/2017
CAIRO,M,5/1/2015 0:00,"Poodle, Toy",Brooklyn,11236,318,958,BK50,46,8,19,8/14/2015,8/14/2016
CJ,M,11/1/2006 0:00,Labrador Retriever,Manhattan,10025,107,191,MN12,7,10,30,4/16/2016,4/16/2018
MOOSE,M,9/1/2013 0:00,Pembroke Welsh Corgi,Manhattan,10016,106,78,MN20,4,12,28,8/24/2015,8/24/2020
PEANUT,M,3/1/2007 0:00,Unknown,Queens,11004,413,155102,QN44,23,3,11,7/26/2016,9/13/2017
TRACEY ,F,1/1/2003 0:00,Jack Russell Terrier,Staten Island,10314,501,147,SI07,50,11,24,12/21/2015,1/30/2017
WOODY,M,7/1/2010 0:00,Cavalier King Charles Spaniel,Queens,11370,403,30904,QN28,22,14,13,2/2/2015,2/11/2016
LILY ,F,12/1/2009 0:00,American Pit Bull Terrier/Pit Bull,Manhattan,10023,107,157,MN14,6,10,29,2/4/2015,2/15/2016
MASHA ,F,3/1/2006 0:00,Unknown,Brooklyn,11223,313,37402,BK26,47,11,23,10/9/2016,11/30/2017
NINA ,F,1/1/2005 0:00,Unknown,Manhattan,10019,104,135,MN15,6,10,31,1/11/2016,2/28/2017
KODA,M,3/1/2015 0:00,Labrador Retriever,Staten Island,10306,502,134,SI45,50,11,24,4/29/2016,6/4/2017
BACI,F,7/1/2011 0:00,Labradoodle,Manhattan,10128,108,16001,MN40,4,12,29,12/30/2015,12/19/2016
TESS,F,12/1/2005 0:00,Labrador Retriever Crossbreed,Manhattan,10033,112,273,MN35,10,13,31,4/10/2015,4/6/2016
SADIE ,F,7/1/2008 0:00,Labrador Retriever,Brooklyn,11205,303,241,BK75,33,8,25,5/30/2015,7/7/2016
DIAMOND,F,2/1/2014 0:00,American Pit Bull Mix / Pit Bull Mix,Manhattan,10032,112,251,MN36,10,13,31,8/15/2016,11/6/2016
OREO,F,1/1/2012 0:00,Unknown,Manhattan,10033,112,273,MN35,10,13,31,4/29/2016,2/20/2017
JIMMY,M,8/1/2007 0:00,Shih Tzu,Manhattan,10016,105,74,MN17,2,12,28,9/28/2016,11/14/2017
KENDRA,F,10/1/2008 0:00,Yorkshire Terrier,Bronx,10463,208,309,MN01,10,13,31,1/26/2016,1/15/2017
PETEY,M,7/1/2013 0:00,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11217,302,41,BK38,33,8,25,7/10/2016,7/10/2017
CHARLIE,M,2/1/2010 0:00,Shih Tzu,Manhattan,10022,106,98,MN19,4,12,28,4/6/2016,5/11/2017
DOUGLAS,M,7/1/2009 0:00,Maltese,Staten Island,10312,503,17010,SI48,51,11,24,9/15/2016,9/20/2017
TAINA,F,5/1/2002 0:00,Jack Russell Terrier,Bronx,10463,208,295,BX29,11,16,34,6/30/2016,8/17/2017
LUCKY ,M,12/1/2011 0:00,Yorkshire Terrier,Manhattan,10029,111,180,MN34,8,13,30,5/3/2015,5/3/2017
SUGA,F,5/1/2013 0:00,Yorkshire Terrier Crossbreed,Brooklyn,11233,316,303,BK79,41,8,25,5/12/2016,5/12/2017
TOMMY,M,5/1/2015 0:00,American Staffordshire Terrier ,Bronx,10468,207,265,BX30,14,13,33,7/8/2016,7/8/2017
SAM,M,12/1/2012 0:00,Golden Retriever,Queens,11421,409,8,QN53,32,7,15,12/31/2015,12/31/2020
BARBIE,F,10/1/2013 0:00,Shih Tzu Crossbreed,Brooklyn,11207,305,1160,BK82,42,8,18,10/20/2015,10/20/2016
SHAKIRA ,F,6/1/2009 0:00,Chihuahua,Brooklyn,11208,305,117602,BK83,37,7,18,8/25/2015,8/15/2016
MURPHY ,F,12/1/2006 0:00,Shih Tzu,Queens,11109,402,1,QN31,26,12,12,6/26/2015,6/29/2016
PRINCELLA,F,10/1/2012 0:00,Parson Russell Terrier,Manhattan,10075,108,134,MN31,4,12,28,10/25/2015,10/25/2016
REDWING ,M,10/1/2009 0:00,Irish Setter,Manhattan,10014,102,69,MN23,3,10,27,5/17/2016,6/1/2017
BOOBOO,M,2/1/2012 0:00,Shih Tzu Crossbreed,Manhattan,10027,109,211,MN09,7,13,30,4/18/2016,4/18/2018
BOBBY,M,1/1/2009 0:00,English Cocker Spaniel,Brooklyn,11207,305,1104,BK82,42,8,19,3/7/2015,3/7/2016
MELODY,F,3/1/2015 0:00,Labrador Retriever Crossbreed,Brooklyn,11237,304,421,BK78,37,7,18,6/10/2016,5/31/2017
BUDDY,M,8/1/2014 0:00,American Pit Bull Mix / Pit Bull Mix,Staten Island,10303,501,239,SI12,49,11,23,12/31/2015,12/31/2016
OLIVIA ,F,12/1/2008 0:00,Unknown,Manhattan,10009,106,44,MN50,4,12,27,6/20/2016,6/20/2017
BRUNO,M,1/1/2011 0:00,Unknown,Brooklyn,11212,316,906,BK81,41,9,20,4/13/2015,5/10/2016
SAMMY,M,5/1/2004 0:00,Golden Retriever,Staten Island,10309,503,20801,SI32,51,11,24,9/17/2016,10/23/2017
JACKIE,F,2/1/2016 0:00,Vizsla,Manhattan,10023,107,153,MN14,6,10,27,10/24/2016,10/24/2018
ROCKY,M,1/1/2013 0:00,Labradoodle,Manhattan,10023,107,153,MN14,6,10,27,5/20/2016,5/20/2017
BOOJIE ,M,7/1/2016 0:00,Maltese Crossbreed,Bronx,10462,209,21001,BX46,18,14,32,10/27/2016,10/27/2017
SPARKY,M,9/1/2009 0:00,Maltese,Queens,11427,411,129102,QN42,23,6,11,3/25/2016,5/12/2017
JETER ,M,1/1/2006 0:00,Unknown,Bronx,10463,208,29301,BX29,11,16,34,2/27/2015,3/29/2016
JACOB,M,12/1/2011 0:00,Yorkshire Terrier,Brooklyn,11201,302,15,BK38,35,8,25,4/11/2015,4/20/2016
WINNIE,F,6/1/2014 0:00,Poodle,Manhattan,10022,106,108,MN19,5,12,28,1/5/2015,1/5/2016
FREYA,F,7/1/2014 0:00,French Bulldog,Manhattan,10001,105,95,MN17,3,12,27,7/8/2016,7/8/2017
SCRAPPY,M,10/1/2007 0:00,Unknown,Queens,11374,406,69702,QN18,29,6,15,6/1/2016,7/14/2017
MAGGIE,F,12/1/2009 0:00,Bouvier Des Flandres,Manhattan,10024,107,161,MN12,6,10,29,4/11/2016,6/2/2017
CHELSEA ,F,8/1/2014 0:00,Catahoula Leopard Dog,Queens,11357,407,1017,QN47,19,3,11,2/26/2015,2/26/2016
TIGGER,M,6/1/2013 0:00,American Pit Bull Mix / Pit Bull Mix,Staten Island,10303,501,323,SI12,49,11,23,10/29/2016,10/29/2017
WALLACE,M,5/1/2015 0:00,Boston Terrier,Manhattan,10014,102,67,MN23,3,10,27,8/8/2015,8/8/2016
BELLA,F,4/1/2016 0:00,Yorkshire Terrier,Bronx,10467,207,421,BX43,11,13,36,8/24/2016,8/24/2017
MONET,F,11/1/2015 0:00,Chihuahua,Manhattan,10029,111,172,MN33,8,13,29,2/2/2016,2/2/2017
DOJO,M,7/1/2015 0:00,Shih Tzu,Bronx,10475,210,302,BX13,12,16,36,3/23/2016,3/23/2017
TIGER,M,3/1/2008 0:00,Dachshund Smooth Coat Miniature,Bronx,10463,208,29301,BX29,11,16,34,9/17/2016,8/21/2017
BARKLEY,M,9/1/2008 0:00,Shih Tzu,Manhattan,10128,108,152,MN32,5,12,29,9/23/2016,11/4/2017
NAME NOT PROVIDED,M,1/1/2015 0:00,Golden Retriever,Queens,11355,407,849,QN22,20,6,16,4/28/2015,4/28/2016
SCRABBLE,F,6/1/2011 0:00,Maltese Crossbreed,Queens,11411,413,612,QN33,27,5,14,12/5/2015,12/5/2018
RILEY,M,7/1/2015 0:00,Cavalier King Charles Spaniel,Manhattan,10003,102,57,MN23,1,12,27,9/9/2015,9/9/2016
CHOCOLATE ,M,1/1/2009 0:00,Yorkshire Terrier,Brooklyn,11224,313,330,BK21,47,8,23,8/18/2016,7/30/2017
PUGSLEY,M,1/1/1999 0:00,Pug,Staten Island,10314,502,27705,SI24,51,11,24,7/8/2015,7/29/2016
MAXINE,F,4/1/2011 0:00,Papillon,Brooklyn,11207,305,1128,BK85,42,8,19,4/14/2015,4/14/2016
CHUCK,M,1/1/2009 0:00,Shih Tzu,Manhattan,10128,108,15002,MN40,4,12,28,5/31/2016,6/17/2017
JINX ,F,1/1/2007 0:00,Jack Russell Terrier,Queens,11377,402,245,QN63,26,14,12,8/4/2015,6/29/2020
CASPIAN ,M,9/1/2010 0:00,Maltese,Queens,11356,407,945,QN49,19,14,11,8/10/2016,8/10/2021
KIKI ,M,1/1/2004 0:00,Pomeranian,Brooklyn,11206,303,255,BK75,36,7,18,9/9/2015,9/29/2016
PETEY,M,4/1/2012 0:00,Rat Terrier,Manhattan,10128,108,16001,MN40,4,12,28,10/1/2016,10/1/2021
MAX ,M,1/1/2011 0:00,Chihuahua,Bronx,10457,206,371,BX17,17,15,33,3/31/2016,5/17/2017
SPANKY,M,1/1/2011 0:00,American Staffordshire Terrier ,Queens,11355,407,837,QN62,20,6,16,3/26/2015,4/4/2016
SASHA ,F,1/1/2005 0:00,Unknown,Brooklyn,11220,310,68,BK31,43,10,22,9/29/2015,9/29/2016
CHARLIE ,M,3/1/2005 0:00,Chihuahua,Manhattan,10009,106,44,MN50,4,12,27,9/14/2016,9/14/2017
BUCKY,M,4/1/2007 0:00,"Bull Dog, French",Manhattan,10012,102,5501,MN23,1,12,26,6/1/2016,7/30/2017
RUFUS,M,4/1/2006 0:00,"Dachshund, Wirehaired, Miniature",Queens,11435,408,22002,QN35,24,6,14,4/26/2016,3/15/2017
DAISY,F,8/1/2006 0:00,Miniature Pinscher,Queens,11385,405,627,QN19,30,6,15,10/24/2016,11/1/2017
DIGGER ,M,1/1/2000 0:00,Border Terrier,Manhattan,10023,107,161,MN12,6,10,29,1/18/2016,2/28/2017
KOA,M,1/1/2014 0:00,Shiba Inu,Brooklyn,11201,302,11,BK38,33,8,25,7/1/2015,7/8/2016
RAY ,M,7/1/2016 0:00,Shih Tzu,Bronx,10469,211,316,BX31,13,14,34,10/29/2016,10/29/2017
JERRY ,M,1/1/2002 0:00,Unknown,Staten Island,10305,502,2002,SI14,50,11,24,12/4/2015,11/29/2016
BROWN,M,4/1/2009 0:00,Giant Schnauzer,Brooklyn,11222,301,499,BK76,33,12,26,5/3/2016,5/20/2017
LILLY,F,1/1/2012 0:00,Lhasa Apso,Manhattan,10065,108,118,MN31,4,12,28,12/12/2014,1/14/2017
STAR ,F,1/1/2003 0:00,Unknown,Staten Island,10310,501,105,SI35,49,11,23,2/2/2016,2/28/2017
DIANA,F,12/1/2014 0:00,Cavalier King Charles Spaniel,Queens,11379,405,663,QN21,30,6,15,4/26/2016,4/26/2017
LEXIE,F,4/1/2011 0:00,Maltese,Manhattan,10028,108,136,MN32,5,12,28,5/31/2015,5/31/2016
TIFFANY,F,2/1/2008 0:00,Yorkshire Terrier,Manhattan,10029,111,166,MN33,5,13,30,9/1/2016,9/11/2017
DARWIN,M,2/1/2007 0:00,Pomeranian,Queens,11104,402,18101,QN31,26,14,12,1/4/2016,2/17/2017
GINO,M,3/1/2012 0:00,Chihuahua,Bronx,10458,207,40302,BX05,15,13,33,10/18/2016,12/11/2017
GIBSON,M,12/1/2014 0:00,Chihuahua,Manhattan,10011,104,83,MN13,3,10,27,2/25/2016,2/16/2021
ROCKY ,M,12/1/2004 0:00,Unknown,Brooklyn,11214,311,282,BK27,43,11,23,9/23/2015,7/30/2016
SCOUT,F,12/1/2014 0:00,Labrador Retriever,Manhattan,10014,102,79,MN23,3,10,27,9/19/2016,3/31/2017
LUNA ,F,1/1/2014 0:00,Yorkshire Terrier,Bronx,10461,211,248,BX49,13,14,34,10/16/2015,10/27/2016
CHELSEA ,F,1/1/2015 0:00,Australian Shepherd,Brooklyn,11231,306,75,BK33,39,7,25,2/24/2016,3/27/2017
LUNA,F,4/1/2016 0:00,Lakeland Terrier,Manhattan,10006,101,13,MN25,1,10,26,8/15/2016,8/15/2018
FROG,M,4/1/2005 0:00,Bulldog,Brooklyn,11231,306,85,BK33,38,7,25,1/11/2015,1/11/2016
CHICO ,F,10/1/2015 0:00,Rat Terrier,Brooklyn,11215,306,165,BK37,39,9,21,12/4/2016,12/4/2017
PABLO,M,7/1/2011 0:00,Labrador Retriever Crossbreed,Brooklyn,11201,302,7,BK09,33,7,26,3/10/2015,4/21/2016
SOPHIE,F,3/1/2007 0:00,Unknown,Bronx,10463,208,297,BX29,11,16,34,7/11/2016,8/30/2017
QUEEN,F,1/1/2015 0:00,American Pit Bull Terrier/Pit Bull,Brooklyn,11212,316,916,BK81,42,9,19,6/6/2015,6/6/2016
BLANCA,F,3/1/2016 0:00,American Pit Bull Terrier/Pit Bull,Brooklyn,11222,NA,NULL,NULL,NA,NA,NA,7/12/2016,7/12/2017
LACI,F,7/1/2011 0:00,Pug,Staten Island,10307,503,248,SI11,51,11,24,8/11/2016,9/24/2017
BRANDY,F,1/1/2006 0:00,Unknown,Brooklyn,11228,310,148,BK30,43,11,22,12/7/2016,12/30/2017
REMO,M,6/1/2015 0:00,American Pit Bull Terrier/Pit Bull,Manhattan,10022,106,98,MN19,4,12,28,8/29/2015,8/29/2016
OLIVIA ,F,1/1/2002 0:00,Pug,Manhattan,10023,107,151,MN14,6,10,31,12/14/2015,1/30/2017
ROXCEE,F,12/1/2013 0:00,German Shepherd Crossbreed,Bronx,10463,208,281,BX28,11,13,34,4/9/2015,4/4/2016
CAMILLA,F,5/1/2010 0:00,Maltese,Manhattan,10023,107,157,MN14,6,10,27,10/15/2015,10/2/2016
BUTTERCUP,F,2/1/2009 0:00,Unknown,Queens,11377,401,163,QN70,26,14,13,6/16/2016,6/2/2017
DARCY,M,7/1/2014 0:00,Cavalier King Charles Spaniel,Manhattan,10018,104,111,MN13,3,10,27,11/9/2015,11/9/2016
MOLLY,F,6/1/2008 0:00,"Poodle, Miniature",Manhattan,10128,108,14802,MN40,4,12,28,6/3/2016,6/28/2017
SONNY,M,10/1/2014 0:00,Maltese,Brooklyn,11219,312,112,BK34,39,10,17,2/2/2016,2/6/2017
LUCY ,F,12/1/2005 0:00,Cocker Spaniel,Manhattan,10023,107,151,MN14,6,10,31,4/22/2016,4/29/2017
SLAPPY,M,1/1/2003 0:00,Pug,Brooklyn,11220,307,104,BK34,38,7,20,7/24/2015,7/30/2016
CELTIC,M,4/1/2014 0:00,Unknown,Manhattan,10031,109,231,MN04,9,13,30,8/24/2015,7/21/2016
SUZIE,F,1/1/2007 0:00,Shih Tzu,Staten Island,10312,503,17011,SI01,51,11,24,5/4/2016,3/19/2017
LEXIE,F,1/1/2005 0:00,Unknown,Manhattan,10027,110,257,MN11,9,13,30,5/12/2016,5/30/2017
SPARKY,M,8/1/2010 0:00,Shih Tzu,Brooklyn,11221,304,419,BK78,34,7,18,5/4/2015,3/18/2016
PEANUT,M,9/1/2007 0:00,Chihuahua,Staten Island,10308,503,13203,SI54,51,11,24,4/15/2015,4/30/2016
UNKNOWN,M,8/1/2015 0:00,Cavalier King Charles Spaniel,Manhattan,10014,102,37,MN24,3,10,27,10/24/2015,10/24/2016
FROSTY,M,4/1/2001 0:00,Jack Russell Terrier,Manhattan,10013,101,39,MN24,1,10,26,12/22/2015,10/26/2016
DARTAGNAN,M,1/1/2013 0:00,Yorkshire Terrier,Manhattan,10065,108,122,MN40,4,12,28,4/2/2016,4/2/2017
LOLA,F,1/1/2015 0:00,Miniature Pinscher,Manhattan,10044,108,23801,MN31,5,12,29,4/7/2016,4/7/2017
LUCY,F,4/1/2010 0:00,Unknown,Brooklyn,11224,313,354,BK23,47,8,23,4/19/2016,3/25/2017
NAME NOT PROVIDED,M,8/1/2016 0:00,Bichon Frise,Bronx,10461,210,26602,BX10,13,14,34,11/6/2016,11/6/2017
SHEA ,M,8/1/2007 0:00,West High White Terrier,Queens,11385,405,61301,QN20,30,6,15,3/15/2016,3/11/2017
NAME NOT PROVIDED,M,2/1/2016 0:00,Shih Tzu,Queens,11106,401,77,QN70,22,12,12,5/21/2016,5/21/2017
HUNTYR ,F,4/1/2013 0:00,Poodle Crossbreed,Brooklyn,11215,306,121,BK37,39,7,20,7/13/2015,7/13/2016
CHICO,M,12/1/2000 0:00,Yorkshire Terrier,Brooklyn,11221,304,421,BK78,34,7,18,4/24/2015,5/18/2016
CLARK,M,10/1/2011 0:00,Vizsla,Manhattan,10075,108,132,MN31,5,12,28,7/6/2016,7/6/2017
BEZIE,F,9/1/2010 0:00,Unknown,Brooklyn,11206,301,493,BK78,34,7,18,10/10/2016,10/2/2018
HEINRICH,M,3/1/2012 0:00,Golden Retriever,Manhattan,10009,NA,NULL,NULL,NA,NA,NA,11/17/2014,11/3/2019
XENA,F,3/1/2012 0:00,American Pit Bull Mix / Pit Bull Mix,Manhattan,10035,111,192,MN34,8,13,30,8/23/2016,8/23/2017
LEO,M,5/1/2013 0:00,Labrador Retriever,Bronx,10461,211,254,BX37,13,14,34,5/25/2015,5/25/2016
ROMULUS,M,6/1/2009 0:00,"Bull Dog, French",Staten Island,10314,502,29103,SI05,50,11,24,2/10/2016,3/4/2017
COCO ,F,1/1/2009 0:00,Chihuahua,Staten Island,10314,502,27301,SI05,50,11,24,6/30/2016,8/5/2016
STELLA,F,5/1/2007 0:00,Staffordshire Bull Terrier,Manhattan,10014,102,69,MN23,3,10,27,5/6/2016,6/30/2017
NOT ,M,4/1/2016 0:00,Miniature Schnauzer,Queens,11432,408,44602,QN61,24,5,14,9/6/2016,9/6/2017
KRONUS,M,12/1/2011 0:00,Unknown,Bronx,10461,210,26602,BX10,13,14,34,9/30/2015,9/26/2016
MISSY,F,8/1/2013 0:00,Staffordshire Bull Terrier,Brooklyn,11226,314,514,BK42,40,9,21,3/30/2015,3/30/2016
FREEWAY,M,3/1/2010 0:00,English Cocker Spaniel,Manhattan,10012,102,5501,MN23,1,10,26,1/20/2016,1/20/2021
MANRAY,M,1/1/2007 0:00,Unknown,Manhattan,10028,108,14802,MN40,4,12,28,4/29/2016,3/29/2017
TOBI,M,3/1/2016 0:00,Poodle,Manhattan,10002,103,12,MN28,1,12,26,5/23/2016,5/23/2017
JAKE ,M,12/1/2000 0:00,Beagle,Brooklyn,11215,306,133,BK37,39,7,25,2/27/2015,2/28/2016
ERNIE,M,5/1/2013 0:00,Miniature Schnauzer,Brooklyn,11209,310,36,BK31,43,11,22,8/8/2016,7/17/2017
CAMERON,M,12/1/2005 0:00,Labrador Retriever,Manhattan,10065,108,120,MN40,4,12,28,4/5/2016,2/25/2017
GUS,M,5/1/2007 0:00,Unknown,Bronx,10475,210,302,BX13,12,16,36,6/7/2016,7/14/2017
BAM ,M,4/1/2015 0:00,American Bully,Queens,11413,412,328,QN66,27,5,14,11/13/2015,11/13/2016
LUCY,F,2/1/2016 0:00,Havanese,Manhattan,10021,108,126,MN31,4,12,28,6/12/2016,6/12/2017
ESMERELDA,F,1/1/2005 0:00,Collie Crossbreed,Brooklyn,11215,306,167,BK37,39,9,21,6/7/2016,5/30/2017
LULU ,F,1/1/2005 0:00,Unknown,Bronx,10463,208,279,BX28,11,13,34,5/11/2016,6/29/2017
REXI,M,11/1/2015 0:00,"Poodle, Miniature",Brooklyn,11211,301,523,BK73,34,7,18,12/30/2016,2/8/2018
SANDY,F,6/1/2015 0:00,American Staffordshire Terrier ,Staten Island,10306,503,13201,SI25,50,11,24,10/18/2016,10/21/2017
RAFI,M,5/1/2015 0:00,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11231,306,63,BK33,39,7,26,1/27/2016,1/27/2021
CASEY,F,10/1/2011 0:00,Shih Tzu Crossbreed,Brooklyn,11237,304,445,BK77,37,7,18,6/15/2016,6/26/2017
BOWIE ,M,4/1/2008 0:00,Unknown,Manhattan,10027,110,257,MN11,9,13,30,5/4/2016,6/22/2017
NAME NOT PROVIDED,M,11/1/2010 0:00,Chihuahua,Bronx,10454,201,2702,BX39,8,15,29,8/17/2015,8/26/2016
FIONA ,F,1/1/2002 0:00,German Shepherd Crossbreed,Manhattan,10032,112,255,MN36,10,13,31,9/22/2015,8/30/2016
MAGGIE,F,3/1/2014 0:00,Labrador Retriever Crossbreed,Brooklyn,11215,307,149,BK37,38,9,21,8/5/2015,8/25/2016
