AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,CommunityDistrict,CensusTract2010,NTA,CityCouncilDistrict,CongressionalDistrict,StateSenatorialDistrict,LicenseIssuedDate,LicenseExpiredDate
MAME ,M,3/1/2007 0:00,"Bull Dog, French",Manhattan,10010,106,60,MN50,4,12,27,9/18/2015,9/29/2017
AGGIE,F,5/1/2015 0:00,Labrador Retriever Crossbreed,Manhattan,10128,108,15002,MN40,4,12,28,1/16/2016,1/16/2017
PHOEBE,F,9/1/2002 0:00,Lhasa Apso,Bronx,10471,208,309,BX22,11,16,34,9/30/2016,11/21/2017
SHORTY,F,1/1/2009 0:00,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11236,318,1016,BK50,46,8,19,10/18/2016,11/7/2017
BISHOP,M,2/1/2004 0:00,"Collie, Rough Coat",Manhattan,10023,107,159,MN14,6,10,29,8/9/2016,7/14/2017
BOLTO ,M,12/1/2014 0:00,Shih Tzu,Bronx,53494,NA,NULL,NULL,NA,NA,NA,1/18/2015,1/18/2016
TOBY,M,4/1/2007 0:00,Havanese,Manhattan,10012,102,5501,MN23,1,10,26,12/26/2016,2/5/2018
QUEENIE,F,9/1/2008 0:00,Dachshund Smooth Coat,Queens,11368,403,407,QN26,21,14,13,5/12/2016,5/28/2017
PEPPER ,M,3/1/2002 0:00,Chihuahua,Brooklyn,11238,308,203,BK64,35,8,25,6/11/2015,5/30/2016
NAME NOT PROVIDED,F,1/1/2011 0:00,Yorkshire Terrier,Brooklyn,11214,311,302,BK29,47,10,22,6/26/2015,7/18/2016
STORY,M,6/1/2012 0:00,Labrador Retriever,Brooklyn,11231,306,65,BK33,39,7,26,9/11/2016,9/11/2018
EMMA ,F,1/1/2007 0:00,Cocker Spaniel,Manhattan,10024,107,169,MN12,6,10,29,5/24/2016,5/24/2017
COSMO ,M,8/1/2005 0:00,"Bull Dog, English",Staten Island,10312,503,17012,SI01,51,11,24,1/27/2016,12/30/2016
BROWNIE,F,1/1/2013 0:00,Unknown,Brooklyn,11218,312,110,BK34,39,7,21,12/21/2015,12/22/2016
MAX,M,9/1/2007 0:00,Unknown,Queens,11379,405,663,QN21,30,6,15,8/13/2015,8/29/2016
RONDO,M,2/1/2009 0:00,Unknown,Manhattan,10025,109,199,MN09,7,10,30,6/18/2016,8/7/2017
BLACKJACK,M,4/1/2010 0:00,Chihuahua,Manhattan,10014,102,75,MN23,3,10,27,7/27/2016,7/27/2017
WICKLOW,M,1/1/2014 0:00,Boxer,Manhattan,10128,108,154,MN32,5,12,28,6/24/2015,5/28/2016
PUCK,M,6/1/2015 0:00,Labrador Retriever Crossbreed,Manhattan,10009,106,44,MN50,4,12,27,10/7/2015,10/7/2016
CALI,F,7/1/2013 0:00,Yorkshire Terrier,Staten Island,10305,502,9601,SI36,50,11,24,10/21/2016,12/6/2017
DINGO,M,8/1/2011 0:00,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11201,302,15,BK38,35,8,25,4/10/2015,4/15/2016
HARLOW,F,3/1/2009 0:00,American Pit Bull Terrier/Pit Bull,Brooklyn,11215,306,153,BK37,39,9,21,11/13/2016,9/14/2017
CHOCOLATE,F,2/1/2008 0:00,"Schnauzer, Miniature",Queens,11358,407,1171,QN51,19,6,11,5/28/2015,6/17/2016
BILLIE,F,11/1/2006 0:00,Labrador Retriever,Brooklyn,11249,301,549,BK73,33,7,18,1/20/2016,1/20/2017
MISSI ,F,3/1/2008 0:00,Shih Tzu,Brooklyn,11236,318,1034,BK50,46,8,19,9/15/2016,4/26/2017
JOHNNY,M,3/1/2013 0:00,Golden Retriever,Queens,11105,401,119,QN72,22,14,12,6/3/2015,5/28/2016
GIZMO,M,7/1/2011 0:00,Maltese,Queens,11416,409,4001,QN53,32,7,15,5/23/2016,7/20/2017
SCOOTER ,M,1/1/2002 0:00,Shih Tzu,Staten Island,10308,503,13203,SI54,51,11,24,7/20/2016,8/30/2017
OLLIE,M,8/1/2013 0:00,Australian Shepherd,Brooklyn,11211,301,519,BK73,33,12,26,12/14/2014,12/14/2019
COOPER,M,3/1/2013 0:00,Pomeranian,Queens,11356,407,929,QN23,19,14,11,7/13/2016,7/19/2017
ROMIE,M,3/1/2015 0:00,Maltipoo,Queens,11417,410,54,QN56,32,8,15,7/9/2015,7/9/2016
GEORGIA,F,9/1/2015 0:00,Unknown,Brooklyn,11205,302,211,BK68,35,8,25,3/8/2016,3/8/2017
HUMPHREY,M,3/1/2013 0:00,Puggle,Queens,11105,401,117,QN72,22,14,13,9/15/2016,6/12/2021
DAKOTA ,F,2/1/2012 0:00,Terrier mix,Bronx,10460,211,240,BX37,15,14,33,3/17/2016,3/17/2017
TOTO ,M,1/1/2001 0:00,Lhasa Apso,Brooklyn,11234,318,648,BK45,46,8,22,5/1/2015,5/30/2016
JACKSON,M,4/1/2012 0:00,Wire Fox Terrier,Brooklyn,11215,307,171,BK40,39,9,21,2/2/2016,2/9/2017
BAM ,M,11/1/2011 0:00,Shih Tzu Crossbreed,Manhattan,10031,NA,NULL,NULL,NA,NA,NA,6/29/2016,6/29/2017
SOFIE ,F,5/1/2006 0:00,Unknown,Queens,11357,407,991,QN49,19,3,11,11/10/2016,12/6/2017
SAMSON ,M,1/1/2005 0:00,Unknown,Brooklyn,11201,302,502,BK09,33,7,26,2/1/2016,2/28/2017
CLANCY ,M,1/1/2004 0:00,Unknown,Brooklyn,11201,302,301,BK09,33,7,26,11/8/2016,10/31/2017
MOXIE,F,5/1/2011 0:00,Chihuahua,Manhattan,10011,102,63,MN23,1,10,27,2/22/2016,2/3/2018
JASMINE,F,12/1/2014 0:00,Labrador Retriever Crossbreed,Bronx,10462,211,228,BX49,13,14,34,1/7/2016,1/7/2019
ZHONG ,M,4/1/2014 0:00,American Pit Bull Mix / Pit Bull Mix,Bronx,10456,201,77,BX34,17,15,32,4/18/2016,6/21/2017
CANDI,F,1/1/2007 0:00,Unknown,Staten Island,10306,503,13201,SI25,50,11,24,6/7/2016,6/25/2017
STITCH,M,7/1/2006 0:00,"Poodle, Standard",Queens,11416,409,42,QN53,32,7,15,8/13/2016,5/21/2017
YUGI,M,8/1/2001 0:00,Cocker Spaniel,Queens,11369,403,367,QN27,21,14,13,5/27/2016,4/18/2017
GRETA,F,11/1/2005 0:00,Rat Terrier,Manhattan,10024,107,167,MN12,6,10,31,12/23/2015,12/23/2016
POPPY-HAZEL,F,9/1/2009 0:00,Unknown,Queens,11361,411,1113,QN46,19,6,11,6/8/2015,5/14/2016
KITKAT,F,11/1/2006 0:00,"Schnauzer, Miniature",Queens,11432,408,1267,QN38,24,6,14,9/9/2015,9/21/2016
UNKNOWN,F,3/1/2015 0:00,Havanese,Manhattan,10011,104,81,MN13,3,12,27,6/5/2015,6/5/2016
ROGER,M,6/1/2007 0:00,Unknown,Brooklyn,11215,306,135,BK37,39,7,21,11/11/2016,11/11/2017
RUBY,F,4/1/2007 0:00,Golden Retriever,Brooklyn,11217,306,131,BK37,39,7,25,4/15/2016,4/15/2019
BODHI,M,11/1/2015 0:00,Yorkshire Terrier,Queens,11109,402,1,QN31,26,12,12,2/5/2016,2/5/2017
SPARKY ,M,6/1/2008 0:00,Yorkshire Terrier,Manhattan,10037,111,210,MN34,9,13,30,6/22/2016,10/7/2016
MICKEY,M,1/1/2016 0:00,Unknown,Bronx,10454,201,25,BX39,8,15,29,3/10/2016,3/10/2017
OSCAR,M,5/1/2013 0:00,German Shepherd Crossbreed,Manhattan,10022,106,8603,MN19,4,12,28,2/26/2016,2/26/2017
CUADRODO,M,5/1/2016 0:00,Yorkshire Terrier,Brooklyn,11214,311,174,BK27,43,11,22,7/15/2016,7/15/2017
FRIDA ,F,11/1/2012 0:00,Havanese,Manhattan,10028,108,136,MN32,5,12,28,11/26/2016,4/9/2021
CHAMP,M,11/1/2008 0:00,Labrador Retriever,Staten Island,10308,503,14604,SI54,51,11,24,11/8/2016,1/3/2018
CRICKET,F,1/1/2014 0:00,"Poodle, Standard",Queens,11372,403,285,QN28,25,14,13,5/26/2015,4/15/2020
ROSABELL,F,3/1/2015 0:00,Chihuahua Crossbreed,Bronx,10459,203,12101,BX35,17,15,32,5/21/2016,5/21/2017
CHIKKITA,F,4/1/2011 0:00,Shih Tzu Crossbreed,Manhattan,10029,111,162,MN33,8,13,29,4/16/2016,4/16/2017
SYMBA,M,3/1/2008 0:00,Pomeranian,Bronx,10463,208,29302,BX29,11,16,34,4/19/2015,5/9/2016
BELLA,F,1/1/2012 0:00,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11234,318,726,BK58,45,9,21,7/19/2016,7/19/2017
TROOPER,M,2/1/2010 0:00,Shih Tzu,Queens,11375,406,739,QN17,29,6,16,5/11/2015,5/11/2018
SCARLETT,F,11/1/2011 0:00,Labrador Retriever Crossbreed,Brooklyn,11209,310,34,BK31,43,11,22,3/20/2016,3/20/2017
HENRY,M,6/1/2011 0:00,Maltese,Manhattan,10025,NA,NULL,NULL,NA,NA,NA,6/2/2016,6/2/2017
FATIMA ,F,7/1/2014 0:00,Labrador Retriever Crossbreed,Queens,11417,410,58,QN56,32,8,15,6/13/2016,6/13/2017
LEXI,F,9/1/2013 0:00,Havanese,Brooklyn,11201,302,501,BK09,33,7,26,2/23/2016,1/31/2017
LUNA ,F,1/1/2006 0:00,Unknown,Staten Island,10309,503,20801,SI32,51,11,24,6/10/2016,7/30/2017
SCRUFFY ,M,3/1/2006 0:00,Unknown,Brooklyn,11223,315,392,BK25,47,11,22,2/5/2016,2/28/2017
NEBULA,F,1/1/2016 0:00,Dachshund,Bronx,10451,204,63,BX63,8,15,29,6/3/2016,6/3/2017
HERSHEY,M,2/1/2008 0:00,Cocker Spaniel,Queens,11385,NA,NULL,NULL,NA,NA,NA,5/28/2015,5/11/2017
GRACIE ,F,1/1/2005 0:00,Schipperkee,Queens,11374,406,71306,QN17,29,6,16,6/4/2015,6/29/2018
OLIVIA,F,4/1/2015 0:00,American Foxhound,Manhattan,10282,101,31703,MN25,1,10,26,10/8/2015,10/8/2020
BLUE,F,4/1/2014 0:00,American Bully,Brooklyn,11233,316,369,BK79,37,8,25,6/22/2016,6/22/2017
KABUKI,M,10/1/2014 0:00,Shih Tzu,Bronx,10472,209,62,BX08,18,15,32,4/30/2016,4/30/2017
FREDDY,M,4/1/2013 0:00,Unknown,Manhattan,10029,111,172,MN33,8,13,29,11/29/2016,10/16/2017
PONCHO ,M,1/1/2005 0:00,Labrador Retriever Crossbreed,Brooklyn,11205,302,211,BK68,35,8,25,6/12/2015,5/30/2016
BANGA,M,1/1/2014 0:00,American Pit Bull Mix / Pit Bull Mix,Bronx,10458,207,40502,BX05,15,13,33,4/20/2016,4/20/2017
POOCHO,M,1/1/2015 0:00,Shih Tzu,Brooklyn,11249,301,545,BK72,33,7,18,7/2/2015,7/2/2016
DAISY,F,6/1/2008 0:00,Yorkshire Terrier,Bronx,10462,211,250,BX49,13,14,34,11/14/2015,11/19/2017
JACS,M,4/1/2014 0:00,Wheaton Terrier,Manhattan,10001,104,99,MN13,3,10,27,9/5/2015,9/5/2016
HINES,M,9/1/2013 0:00,Beagle,Manhattan,10033,112,269,MN35,10,13,31,5/23/2016,5/23/2017
STELLA ,F,4/1/2009 0:00,Labradoodle,Manhattan,10021,108,122,MN40,4,12,28,7/1/2015,8/3/2020
SIMBA,M,1/1/2002 0:00,Pekingese,Queens,11366,408,1257,QN37,24,6,14,12/2/2015,12/30/2016
NAME NOT PROVIDED,M,9/1/2014 0:00,Siberian Husky,Staten Island,10305,502,70,SI36,50,11,23,2/4/2015,2/4/2016
LULU,F,5/1/2016 0:00,Yorkshire Terrier,Brooklyn,11220,307,78,BK32,38,7,20,7/29/2016,7/29/2017
ALI ,M,1/1/2007 0:00,Yorkshire Terrier,Queens,11378,405,531,QN30,30,6,15,4/29/2015,5/30/2016
COOKIE ,F,1/1/2003 0:00,German Shepherd Dog,Staten Island,10303,501,231,SI12,49,11,23,3/5/2016,4/28/2017
SABLE,F,12/1/2009 0:00,German Shepherd Crossbreed,Bronx,10461,210,184,BX52,13,14,34,10/20/2015,8/19/2016
KONA,M,4/1/2014 0:00,Labradoodle,Manhattan,10024,107,179,MN12,6,10,31,5/16/2016,7/14/2017
HADDIE,F,6/1/2012 0:00,German Shepherd Crossbreed,Brooklyn,11215,307,169,BK40,38,9,21,1/2/2016,1/8/2017
BELLA ,F,1/1/2004 0:00,Golden Retriever,Bronx,10463,208,297,BX29,11,16,34,1/29/2016,2/28/2017
CHARLIE,M,6/1/2007 0:00,"Poodle, Toy",Manhattan,10065,108,118,MN31,4,12,28,5/12/2015,5/12/2017
SIRE ,M,9/1/2005 0:00,Chihuahua,Manhattan,10028,108,142,MN40,4,12,28,12/14/2014,1/7/2018
BIANCA,F,11/1/2005 0:00,Cotton De Tulear,Brooklyn,11231,306,53,BK33,38,10,25,3/1/2016,3/16/2017
COOKIE,F,9/1/2007 0:00,Unknown,Manhattan,10128,108,15002,MN40,4,12,28,11/16/2015,12/30/2016
FRASIER,F,7/1/2009 0:00,Labrador Retriever Crossbreed,Manhattan,10022,106,8603,MN19,4,12,28,9/21/2016,11/17/2017
KAYLEE,F,10/1/2010 0:00,Yorkshire Terrier,Manhattan,10040,112,283,MN35,10,13,31,1/11/2015,1/11/2016
CAIRO ,M,3/1/2011 0:00,"Poodle, Toy",Brooklyn,11236,318,1014,BK50,46,8,19,2/2/2016,11/14/2016
COSMO,M,3/1/2014 0:00,Bichon Frise,Brooklyn,11211,301,497,BK90,34,12,18,12/13/2014,12/13/2019
SHADOW,M,5/1/2008 0:00,"Poodle, Standard",Brooklyn,11236,318,968,BK50,46,8,19,9/21/2016,11/9/2017
MAJOR ,M,3/1/2011 0:00,Boston Terrier,Manhattan,10022,106,100,MN19,4,12,28,7/21/2016,7/4/2017
TITO ,M,11/1/2003 0:00,Chihuahua,Manhattan,10039,110,24302,MN03,9,13,30,1/20/2015,1/20/2017
GERBERT ,M,10/1/2009 0:00,Cane Corso,Brooklyn,11229,315,558,BK44,48,9,17,9/16/2015,7/30/2016
LULU,F,4/1/2014 0:00,Yorkshire Terrier,Brooklyn,11223,311,424,BK29,44,10,17,6/30/2016,4/24/2017
JERRY,M,10/1/2013 0:00,Maltese,Brooklyn,11201,302,23,BK38,35,8,25,3/19/2015,3/19/2016
LACIE ,F,5/1/2011 0:00,Cocker Spaniel,Manhattan,10022,106,108,MN19,5,12,28,3/2/2015,3/13/2016
EKO,M,11/1/2012 0:00,Havanese,Bronx,10456,204,18302,BX14,16,15,32,12/9/2015,4/26/2017
RUBY,F,4/1/2014 0:00,Newfoundland,Manhattan,10019,104,139,MN15,3,10,27,5/10/2016,6/30/2017
HOOVER,M,1/1/2007 0:00,Unknown,Queens,11104,402,25301,QN31,26,14,12,4/22/2015,5/14/2017
HUNNY,F,1/1/2015 0:00,French Bulldog,Manhattan,10004,101,13,MN25,1,10,26,8/18/2016,4/15/2017
MOOKIE,M,1/1/2008 0:00,"Poodle, Toy",Manhattan,10022,106,8603,MN19,4,12,28,9/29/2016,9/5/2017
ESMÉ,F,11/1/2015 0:00,Shih Tzu Crossbreed,New York,10024,107,175,MN12,6,10,31,1/30/2016,1/30/2017
BELLA,F,1/1/2012 0:00,"Bull Dog, English",Queens,11417,410,86,QN56,32,8,15,8/11/2015,6/14/2016
LOLA,F,10/1/2008 0:00,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11209,310,62,BK31,43,11,22,12/6/2016,1/16/2019
JADE,F,9/1/2009 0:00,Unknown,Bronx,10466,NA,NULL,NULL,NA,NA,NA,9/23/2014,10/2/2016
TUFFY,M,7/1/2012 0:00,Maltese,Manhattan,10026,110,186,MN11,9,13,30,8/25/2015,8/25/2016
SMITHERS ,M,2/1/2003 0:00,Dachshund Smooth Coat Miniature,Bronx,10465,210,118,BX52,13,14,34,5/12/2016,6/28/2017
IGGY,F,1/1/2015 0:00,Pomeranian,Manhattan,10024,107,175,MN12,6,10,31,3/14/2016,3/14/2017
BOGART,M,8/1/2008 0:00,"Dachshund, Long Haired",Manhattan,10022,106,108,MN19,5,12,28,11/23/2016,1/6/2018
LILY ,F,1/1/2002 0:00,Maltese,Queens,11373,404,499,QN29,25,6,16,9/12/2016,8/30/2017
CHLOE,F,12/1/2008 0:00,Golden Retriever,Manhattan,10036,104,117,MN13,3,10,31,7/27/2016,11/30/2018
HUNTER,M,6/1/2009 0:00,Beagle,Manhattan,10023,107,157,MN14,6,10,29,1/23/2015,2/19/2016
DAISY ,F,2/1/2008 0:00,Unknown,Brooklyn,11234,318,706,BK45,46,8,19,11/23/2015,10/17/2016
LUCKY ,M,6/1/2016 0:00,Shih Tzu,Brooklyn,11234,318,650,BK58,45,8,21,9/30/2016,9/30/2017
KIMMY,F,6/1/2007 0:00,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11225,309,329,BK60,40,9,20,8/8/2016,7/21/2021
ATHENA,F,2/1/2013 0:00,Rottweiler,Queens,11421,409,30,QN53,32,7,10,8/17/2016,7/20/2017
OREO,M,11/1/2013 0:00,"Poodle, Miniature",Queens,11355,407,1187,QN52,20,6,16,12/7/2016,1/16/2018
DOTTIE ,F,1/1/2003 0:00,Unknown,Manhattan,10011,102,63,MN23,3,10,27,6/22/2015,7/30/2017
TIAN ,M,1/1/2005 0:00,Labrador Retriever,Brooklyn,11231,306,67,BK33,39,7,26,7/12/2016,8/30/2017
EBONY,F,6/1/2011 0:00,Labrador Retriever Crossbreed,Manhattan,10025,107,195,MN09,7,10,31,12/6/2015,1/30/2017
SMOKEY,M,8/1/2015 0:00,Shih Tzu,Brooklyn,11224,313,342,BK21,47,8,23,10/14/2015,10/14/2016
SIR ,M,1/1/2003 0:00,Beagle,Staten Island,10310,501,141,SI22,49,11,23,8/19/2015,10/17/2019
MOKO,F,10/1/2004 0:00,Golden Retriever,Manhattan,10021,108,120,MN40,4,12,28,11/17/2015,12/20/2016
COCO ,F,6/1/2015 0:00,Yorkshire Terrier,Brooklyn,11233,303,379,BK35,41,8,25,10/4/2015,10/4/2016
COCO,F,5/1/2010 0:00,Shih Tzu,Bronx,10465,210,162,BX52,13,14,34,6/10/2016,6/22/2017
FRIBBLE,F,6/1/2016 0:00,Brittany,Manhattan,10128,111,15602,MN33,5,12,29,10/30/2016,10/30/2017
DIESEL,M,3/1/2011 0:00,Unknown,Queens,11427,413,1301,QN43,23,3,11,8/9/2016,9/26/2017
BUBBA ,M,1/1/2005 0:00,Labrador Retriever Crossbreed,Manhattan,10029,111,180,MN34,8,13,29,7/3/2015,5/30/2016
DEE ,F,8/1/2008 0:00,German Shepherd Dog,Staten Island,10304,502,9601,SI36,50,11,24,10/26/2015,11/4/2016
DOODLES,M,1/1/2010 0:00,Maltese,Brooklyn,11225,309,319,BK63,35,9,20,5/19/2016,6/10/2017
KOBI,M,11/1/2012 0:00,Maltese,Staten Island,10308,503,14606,SI54,51,11,24,6/26/2015,7/18/2016
BELLA ,F,2/1/2009 0:00,Havanese,Staten Island,10307,503,24401,SI11,51,11,24,7/27/2016,6/22/2017
OLLIE,M,3/1/2011 0:00,Chow Chow,Brooklyn,11238,308,215,BK64,35,9,20,4/14/2015,5/15/2017
SPOT,M,2/1/2016 0:00,American Pit Bull Mix / Pit Bull Mix,Queens,11368,403,401,QN26,21,14,13,7/24/2016,7/24/2017
SIMBA,F,4/1/2016 0:00,Shiba Inu,Manhattan,10002,103,3601,MN27,1,7,26,8/12/2016,8/12/2017
UNI,F,12/1/2014 0:00,"Shar-Pei, Chinese",Manhattan,10065,108,118,MN31,4,12,28,3/24/2016,3/2/2018
CAPTAIN,M,12/1/2000 0:00,Labrador Retriever,Manhattan,10025,107,193,MN09,7,13,30,2/23/2015,3/30/2016
MOLLIE,F,3/1/2008 0:00,Collie Crossbreed,Queens,11366,408,1333,QN41,24,6,11,12/22/2016,11/24/2017
BEAR,M,5/1/2011 0:00,Cocker Spaniel,Queens,11412,412,394,QN08,27,5,14,2/4/2016,2/4/2018
RADAR,M,12/1/2012 0:00,Doberman Pinscher,Brooklyn,11224,313,326,BK21,47,8,23,10/3/2016,9/23/2017
TOBY ,M,4/1/2015 0:00,Chihuahua,Queens,11354,407,1059,QN51,19,6,11,4/21/2016,4/21/2017
PEPPER,M,4/1/2002 0:00,Bichon Frise,Queens,11375,406,737,QN17,29,6,15,3/6/2016,4/19/2017
SHANNY,F,5/1/2015 0:00,Poodle,Queens,11355,407,855,QN22,20,6,16,5/26/2016,7/23/2017
BLU,M,10/1/2012 0:00,Staffordshire Bull Terrier,Staten Island,10305,501,8,SI37,49,11,23,3/25/2015,4/12/2017
PENNY,F,2/1/2016 0:00,Shih Tzu,Queens,11434,412,280,QN08,27,5,14,2/29/2016,2/28/2017
AMBROSE,M,1/1/2010 0:00,German Shepherd Crossbreed,Manhattan,10065,108,10602,MN31,5,12,28,5/26/2016,5/26/2019
SPECIAL ,M,7/1/2012 0:00,Pug,Queens,11357,407,973,QN49,19,3,11,2/27/2016,4/17/2018
NEW ,F,1/1/2000 0:00,Weimaraner,Queens,11367,408,77904,QN37,24,6,14,2/23/2016,2/28/2017
STORM ,F,1/1/2016 0:00,German Shepherd Dog,Manhattan,10009,103,28,MN28,2,12,27,10/19/2016,10/19/2017
DRADIS,M,8/1/2011 0:00,German Shepherd Crossbreed,Manhattan,10032,112,255,MN36,10,13,31,4/29/2015,5/17/2016
PEBBLES ,F,10/1/2003 0:00,Yorkshire Terrier,Brooklyn,11229,315,582,BK25,48,11,17,2/23/2016,3/30/2017
APOLLO,M,12/1/2014 0:00,Maltese,Queens,11001,NA,NULL,NULL,NA,NA,NA,4/22/2015,4/22/2016
ZOLA,F,5/1/2010 0:00,Pug,Manhattan,10031,109,225,MN04,7,13,31,2/14/2015,2/14/2017
LUCKY,M,9/1/2011 0:00,Unknown,Queens,11432,408,472,QN06,24,5,14,3/16/2016,4/26/2017
CHINA ,F,1/1/2013 0:00,Shih Tzu,Bronx,10466,212,408,BX44,12,16,36,5/18/2016,5/18/2018
SARA,F,12/1/2009 0:00,Unknown,Staten Island,10306,NA,NULL,NULL,NA,NA,NA,3/8/2016,4/18/2017
LUCIANO ,M,5/1/2016 0:00,American Bully,Brooklyn,11223,315,390,BK25,47,11,22,7/31/2016,7/31/2017
COCO,F,5/1/2008 0:00,German Shepherd Dog,Brooklyn,11221,304,393,BK78,34,7,18,9/26/2014,9/26/2019
JOOBE ,F,5/1/2007 0:00,Havanese,Manhattan,10025,107,189,MN12,7,13,30,10/25/2014,11/4/2019
UNKNOWN,M,6/1/2016 0:00,"Welsh Corgi, Pembroke",Manhattan,10006,101,13,MN25,1,10,26,11/10/2016,11/10/2017
MAX ,M,4/1/2015 0:00,Shih Tzu,Brooklyn,11220,307,122,BK32,38,7,20,6/24/2015,6/24/2016
THEO,M,9/1/2014 0:00,Keeshond,Manhattan,10009,106,44,MN50,4,12,27,2/28/2015,2/28/2016
STARBUCK,M,2/1/2015 0:00,Golden Retriever,Manhattan,10021,108,130,MN40,4,12,28,7/27/2015,7/27/2016
PICKLES,M,9/1/2008 0:00,Shih Tzu,Brooklyn,11218,312,504,BK40,39,9,21,7/15/2016,5/15/2017
ALICE,F,4/1/2013 0:00,"Welsh Corgi, Pembroke",Queens,11364,411,1435,QN46,23,6,11,6/29/2015,7/17/2016
BREWTUS ,M,5/1/2016 0:00,Rottweiler,Staten Island,10310,501,105,SI35,49,11,23,8/16/2016,8/16/2017
ASLYN,F,8/1/2012 0:00,Labradoodle,Manhattan,10023,107,157,MN14,6,10,27,2/25/2015,1/9/2020
ENRICO,M,6/1/2015 0:00,"Dachshund, Long Haired Miniature",Brooklyn,11230,312,448,BK46,44,10,17,2/4/2016,2/4/2017
RENNA,F,10/1/2009 0:00,Pointer,Manhattan,10016,106,78,MN20,4,12,28,9/24/2015,9/24/2016
MISSY,F,10/1/2014 0:00,Maltese,Queens,11357,407,99701,QN47,19,3,11,5/4/2016,3/26/2017
JAXSON,M,10/1/2014 0:00,Unknown,Staten Island,10309,503,20801,SI32,51,11,24,3/10/2016,3/17/2017
PEPE ,M,6/1/2015 0:00,Shih Tzu,Bronx,10462,209,21001,BX46,18,14,32,11/29/2015,11/29/2016
MITZIE/TRUDY,F,3/1/2010 0:00,Labrador Retriever Crossbreed,Manhattan,10075,108,136,MN32,5,12,28,11/25/2015,12/15/2016
NIMBUS,F,5/1/2009 0:00,German Shepherd Crossbreed,Manhattan,10025,107,191,MN12,6,10,31,7/15/2016,7/3/2017
BELLA,F,9/1/2009 0:00,Yorkshire Terrier,Bronx,10451,204,173,BX14,17,15,32,4/13/2015,4/13/2016
LUKA,M,2/1/2016 0:00,Australian Shepherd,Brooklyn,11201,302,1,BK09,33,7,25,5/21/2016,5/21/2017
XENA ,F,3/1/2009 0:00,American Pit Bull Terrier/Pit Bull,Manhattan,10029,111,180,MN34,8,13,30,7/27/2015,6/3/2016
LUCY,F,8/1/2010 0:00,Unknown,Staten Island,10312,503,17005,SI01,51,11,24,9/19/2015,9/27/2017
SMOKIE,M,1/1/2015 0:00,Pekingese,Brooklyn,11220,310,70,BK31,38,10,23,6/5/2015,6/5/2016
KIKYO ,F,12/1/2005 0:00,Labrador Retriever,Brooklyn,11212,316,910,BK81,41,9,20,7/14/2016,6/29/2017
GONZALEZ,M,8/1/2016 0:00,Shih Tzu Crossbreed,Queens,11693,NA,NULL,NULL,NA,NA,NA,10/21/2016,10/21/2017
CHARLIE,M,4/1/2011 0:00,Cavalier King Charles Spaniel,Manhattan,10019,104,135,MN15,3,10,27,12/23/2015,11/25/2016
WHEELIE,M,10/1/2007 0:00,West High White Terrier,Manhattan,10037,110,208,MN03,9,13,30,4/26/2016,3/21/2017
MABEL,F,8/1/2011 0:00,Labrador Retriever,Manhattan,10021,108,126,MN31,5,12,28,2/29/2016,4/26/2017
LOU,M,2/1/2015 0:00,Chihuahua,Manhattan,10019,104,135,MN15,3,10,27,3/21/2016,5/20/2017
KHLOE,F,5/1/2014 0:00,Morkie,Brooklyn,11210,317,830,BK91,45,9,21,11/12/2016,11/12/2017
CHUCK ,M,7/1/2009 0:00,Poodle,Manhattan,10014,102,79,MN23,3,10,27,8/26/2016,7/20/2017
LU ,F,7/1/2008 0:00,Lhasa Apso,Brooklyn,11249,301,539,BK72,33,7,26,1/7/2016,7/13/2017
BUCKLEY ,M,1/1/2002 0:00,Unknown,Manhattan,10025,107,179,MN12,6,10,31,1/5/2016,1/9/2017
MIA,F,1/1/2015 0:00,Shih Tzu,Queens,11365,408,1223,QN38,24,6,16,3/7/2015,3/7/2016
ANNABELLE,F,8/1/2012 0:00,Cavalier King Charles Spaniel,Manhattan,10065,108,11401,MN40,4,12,28,3/25/2015,2/20/2020
SOFIE,F,9/1/2010 0:00,Unknown,Manhattan,10021,108,126,MN31,4,12,28,9/16/2016,10/29/2017
BUDDY,M,1/1/2009 0:00,Miniature Pinscher,Staten Island,10312,503,176,SI01,51,11,24,2/5/2015,2/25/2016
TOBBY,M,9/1/2014 0:00,Yorkshire Terrier,Brooklyn,11219,312,114,BK88,38,10,17,11/26/2015,1/14/2017
NAME NOT PROVIDED,F,9/1/2014 0:00,Beagle,Brooklyn,11206,303,28502,BK35,36,8,18,1/28/2015,1/28/2016
ACE,M,2/1/2016 0:00,Siberian Husky,Queens,11423,408,1277,QN06,23,5,11,5/1/2016,5/1/2017
GOLDIE,F,12/1/2005 0:00,American Pit Bull Mix / Pit Bull Mix,Queens,11375,406,739,QN17,29,6,15,6/22/2015,6/4/2016
GIO,M,1/1/2013 0:00,Shih Tzu,Manhattan,10038,101,7,MN25,1,10,26,2/23/2016,2/23/2017
