"RowNumber","AnimalName","AnimalGender","AnimalBirthMonth","BreedName","Borough","ZipCode","CommunityDistrict","CensusTract2010","NTA","CityCouncilDistrict","CongressionalDistrict","StateSenatorialDistrict","LicenseIssuedDate","LicenseExpiredDate"
2626,"LUCA ","M","8/1/2014 0:00","Shih Tzu","Manhattan",10022,106,"98","MN19",4,12,28,"1/10/2015","1/10/2016"
118001,"ROCKY","M","8/1/2014 0:00","Rottweiler","Bronx",10468,208,"26702","BX28",14,13,33,"12/6/2016","12/16/2016"
113221,"MIA","F","10/1/2010 0:00","Chihuahua Crossbreed","Queens",11758,NA,"NULL","NULL",NA,NA,NA,"11/6/2016","11/6/2017"
23970,"BENNY","M","12/1/2006 0:00","Cavalier King Charles Spaniel","Manhattan",10021,108,"126","MN31",4,12,28,"7/6/2015","7/6/2016"
22799,"SHELLY","F","1/1/2011 0:00","Unknown","Staten Island",10314,501,"18901","SI07",50,11,24,"6/26/2015","7/6/2016"
107142,"CHARLEY","F","6/1/2013 0:00","Havanese","Manhattan",10023,107,"159","MN14",6,10,29,"10/5/2016","11/11/2017"
105735,"BLU","F","6/1/2016 0:00","Dachshund, Long Haired Miniature","Manhattan",10024,107,"165","MN12",6,10,29,"9/29/2016","9/29/2017"
104688,"FIN","M","5/1/2011 0:00","Rhodesian Ridgeback","Manhattan",10009,106,"44","MN50",4,12,27,"9/24/2016","9/24/2017"
35658,"LOUIE","M","1/1/2002 0:00","Unknown","Queens",11435,408,"214","QN35",24,6,14,"10/11/2015","1/4/2020"
3891,"MINA","F","2/1/2003 0:00","Poodle, Standard","Queens",11361,411,"1447","QN46",19,6,11,"1/23/2015","1/23/2016"
100388,"GINGER ","F","1/1/2003 0:00","Unknown","BROOKLYN",11222,301,"563","BK76",33,12,18,"9/7/2016","8/30/2017"
85428,"WELLINGTON ","M","11/1/2014 0:00","West Highland White Terrier","Manhattan",10014,102,"79","MN23",3,10,27,"7/7/2016","7/7/2017"
74515,"ZIGGY","M","4/1/2013 0:00","Weimaraner","Manhattan",10024,107,"163","MN12",6,10,31,"5/20/2016","7/29/2016"
24924,"EYCK","M","4/1/2011 0:00","Pointer","Manhattan",10011,102,"71","MN23",3,10,27,"7/12/2015","5/11/2016"
35431,"BLUE","M","7/1/2015 0:00","Poodle","Queens",11435,408,"22001","QN35",24,6,14,"10/7/2015","10/1/2021"
118879,"MAX ","M","4/1/2014 0:00","Yorkshire Terrier","Queens",11372,403,"287","QN28",25,14,13,"12/9/2016","12/23/2017"
28505,"LOLA","F","9/1/2005 0:00","Terrier mix","Manhattan",10034,112,"293","MN01",10,13,31,"8/10/2015","8/10/2016"
989,"BEAR ","M","9/1/2014 0:00","German Shepherd Dog","Brooklyn",11222,301,"477","BK90",34,12,18,"12/8/2014","12/8/2016"
55373,"ROCKY","M","1/1/2002 0:00","Yorkshire Terrier","Queens",11368,403,"381","QN26",21,14,13,"2/26/2016","4/22/2018"
119901,"ROCKET","M","10/1/2015 0:00","Bichon Frise","Manhattan",10029,111,"170","MN33",8,13,29,"12/15/2016","12/15/2018"
17187,"MIA ","F","6/1/2005 0:00","Chihuahua","Manhattan",10029,111,"164","MN33",8,13,29,"5/13/2015","5/13/2016"
47749,"BROWNIE","M","11/1/2000 0:00","Lhasa Apso","Manhattan",10029,111,"15602","MN33",8,13,29,"1/15/2016","1/15/2017"
9806,"CASPER","M","3/1/2013 0:00","Maltese","Manhattan",10019,105,"137","MN17",4,12,28,"3/23/2015","3/23/2016"
6658,"SKY ","F","11/1/2004 0:00","Pomeranian","Manhattan",10025,107,"179","MN12",6,10,31,"2/20/2015","3/30/2016"
111308,"LOUIE","M","3/1/2007 0:00","Miniature Pinscher","Queens",11377,402,"245","QN63",26,14,12,"10/27/2016","11/15/2018"
13114,"LADY ","F","9/1/2000 0:00","Pomeranian","Queens",11364,411,"1447","QN46",19,6,11,"4/16/2015","2/28/2016"
92428,"LUNA","F","8/1/2010 0:00","American Pit Bull Terrier/Pit Bull","Brooklyn",11236,318,"966","BK50",46,8,19,"8/3/2016","8/3/2017"
71012,"ALBA","F","3/1/2016 0:00","Yorkshire Terrier","Staten Island",10312,503,"17009","SI48",51,11,24,"5/7/2016","5/7/2017"
24458,"MR. ","M","1/1/2008 0:00","Dachshund Smooth Coat","Brooklyn",11237,304,"445","BK77",34,7,18,"7/8/2015","7/8/2016"
15263,"ANNABELLE","F","12/1/2011 0:00","Bull Dog, English","Manhattan",10016,106,"70","MN20",2,12,28,"4/29/2015","6/1/2016"
16205,"ALFIE","M","8/1/2012 0:00","Australian Shepherd","Brooklyn",11215,307,"147","BK32",38,7,21,"5/6/2015","5/6/2018"
66945,"FINN","M","5/1/2014 0:00","Unknown","Queens",11375,406,"741","QN17",29,6,15,"4/20/2016","5/15/2017"
40942,"MAYA ","F","5/1/2014 0:00","Shih Tzu Crossbreed","Manhattan",10029,111,"164","MN33",8,13,29,"11/25/2015","11/25/2016"
114108,"TITO","M","10/1/2006 0:00","Chihuahua Crossbreed","Manhattan",10075,108,"142","MN40",4,12,28,"11/12/2016","11/12/2017"
2583,"MIA","F","8/1/2011 0:00","Unknown","Staten Island",10309,503,"20803","SI32",51,11,24,"1/9/2015","1/5/2016"
14800,"MOLLY","F","10/1/2008 0:00","Chesapeake Bay Retriever","Manhattan",10012,102,"49","MN24",1,10,26,"4/27/2015","4/16/2016"
101757,"ROCKY ","M","1/1/2006 0:00","Unknown","Manhattan",10038,101,"1501","MN25",1,10,26,"9/13/2016","10/31/2017"
81258,"SKYE ","M","1/1/2004 0:00","Shetland Sheepdog","Brooklyn",11201,302,"1","BK09",33,7,26,"6/17/2016","7/30/2017"
51530,"STRUT ","F","1/1/2001 0:00","Jack Russell Terrier","Staten Island",10312,503,"15603","SI54",51,11,24,"2/5/2016","1/30/2017"
31925,"PARIS","F","10/1/2011 0:00","Yorkshire Terrier","Brooklyn",11238,308,"215","BK64",35,9,20,"9/5/2015","7/23/2016"
51461,"COCOA","F","10/1/2011 0:00","Bichon Frise","Queens",11357,407,"991","QN49",19,3,11,"2/5/2016","1/26/2018"
84184,"SIMON ","M","1/1/2002 0:00","Unknown","Manhattan",10006,101,"13","MN25",1,10,26,"6/30/2016","8/30/2017"
53794,"CHASE","F","6/1/2010 0:00","Jack Russell Terrier","Queens",11368,404,"455","QN25",21,14,13,"2/18/2016","6/4/2017"
54604,"CHEWY","F","7/1/2015 0:00","Shih Tzu","Manhattan",10009,103,"28","MN28",2,12,27,"2/22/2016","2/22/2017"
120545,"AUSTIN ","M","1/1/2003 0:00","Pekingese","Queens",11356,407,"929","QN23",19,14,11,"12/20/2016","8/30/2017"
78545,"LENA","F","11/1/2012 0:00","Doberman Pinscher","Brooklyn",11222,301,"591","BK76",33,12,26,"6/8/2016","6/8/2019"
101489,"ROXIE","F","6/1/2011 0:00","Unknown","Manhattan",10036,104,"121","MN15",3,10,27,"9/12/2016","10/18/2017"
23411,"BABY ","F","1/1/2000 0:00","Maltese","Queens",11365,NA,"NULL","NULL",NA,NA,NA,"6/30/2015","7/30/2016"
35570,"UNKNOWN","M","8/1/2008 0:00","Chihuahua","Brooklyn",11215,307,"143","BK37",38,7,20,"10/9/2015","10/9/2016"
39414,"PRIMO","M","1/1/2005 0:00","Unknown","Brooklyn",11228,311,"190","BK28",43,10,22,"11/12/2015","11/14/2016"
116596,"CHUNK","M","11/1/2013 0:00","Dachshund Smooth Coat","Brooklyn",11215,307,"149","BK37",38,9,21,"11/27/2016","11/27/2017"
84827,"HAPPY","F","3/1/2012 0:00","Shih Tzu","Queens",11357,407,"991","QN49",19,3,11,"7/3/2016","8/22/2017"
65694,"EMMETT","M","4/1/2006 0:00","Coonhound, Black and Tan","Manhattan",10025,107,"191","MN12",6,10,31,"4/15/2016","4/15/2017"
86493,"COCO","F","1/1/2014 0:00","Maltese","Bronx",10460,209,"218","BX08",18,15,32,"7/11/2016","8/11/2017"
74910,"WRECK","M","1/1/2014 0:00","Cocker Spaniel","Bronx",10456,203,"133","BX35",16,15,32,"5/21/2016","5/21/2017"
63633,"LASSIE","F","10/1/2012 0:00","Unknown","Queens",11415,409,"134","QN60",29,6,14,"4/6/2016","5/20/2017"
23794,"BUDDHA","M","2/1/2010 0:00","Unknown","Queens",11414,410,"884","QN57",32,8,15,"7/3/2015","8/4/2016"
15487,"HARLEY ","F","7/1/2010 0:00","Miniature Pinscher","Staten Island",10304,501,"33","SI08",49,11,23,"5/1/2015","5/1/2016"
85031,"GIGI","F","11/1/2015 0:00","Pug","Manhattan",10011,102,"77","MN23",3,10,27,"7/5/2016","7/5/2018"
5353,"BRIGHTNESS","F","2/1/2012 0:00","Beagle","Staten Island",10308,503,"15603","SI54",51,11,24,"2/8/2015","2/8/2016"
87018,"LALA","F","3/1/2016 0:00","Jack Russell Terrier","Brooklyn",11214,311,"182","BK28",43,10,22,"7/12/2016","7/12/2017"
121609,"ELECTRIC ","F","12/1/2011 0:00","Dachshund Crossbreed","Brooklyn",11206,301,"507","BK75",33,7,18,"12/28/2016","3/22/2018"
36132,"JUNITO","M","8/1/2010 0:00","Chihuahua","Staten Island",10302,501,"13302","SI22",49,11,23,"10/15/2015","8/14/2016"
66290,"PRECIOUS","F","4/1/2001 0:00","Yorkshire Terrier","Manhattan",10001,104,"97","MN13",3,10,27,"4/18/2016","4/18/2017"
89076,"THE ","M","3/1/2009 0:00","Unknown","Manhattan",10002,103,"16","MN27",1,7,26,"7/19/2016","8/26/2017"
48073,"ZOEY","F","8/1/2015 0:00","Miniature Schnauzer","Brooklyn",11223,315,"37401","BK26",47,11,23,"1/17/2016","1/17/2017"
116405,"FAITH","F","6/1/2016 0:00","Yorkshire Terrier","Manhattan",10002,103,"1002","MN28",2,7,26,"11/25/2016","11/25/2017"
120236,"DUMBE","M","7/1/2016 0:00","Beagle","Manhattan",10029,111,"162","MN33",8,13,29,"12/18/2016","12/18/2017"
4862,"NAME NOT PROVIDED","F","7/1/2014 0:00","Shiba Inu","Brooklyn",11207,304,"403","BK78",37,8,18,"2/3/2015","2/3/2016"
43862,"BON ","M","4/1/2015 0:00","Smooth Fox Terrier","Brooklyn",11224,313,"342","BK21",47,8,23,"12/19/2015","12/19/2016"
30001,"MILLIE","F","11/1/2011 0:00","Terrier mix","Manhattan",10014,102,"71","MN23",3,10,27,"8/19/2015","8/19/2018"
93687,"FINN","M","4/1/2008 0:00","German Shepherd Crossbreed","Queens",11375,406,"76901","QN17",29,6,15,"8/8/2016","8/2/2017"
92697,"EVAN","M","2/1/2012 0:00","Jack Russell Terrier","Bronx",10469,211,"348","BX31",12,16,36,"8/4/2016","8/4/2017"
18766,"MICKEY","M","2/1/2009 0:00","American Pit Bull Mix / Pit Bull Mix","Manhattan",10011,104,"91","MN13",3,12,27,"5/27/2015","6/19/2016"
112730,"DAKOTA ","M","11/1/2007 0:00","Siberian Husky","Manhattan",10023,107,"159","MN14",6,10,27,"11/3/2016","11/24/2018"
78709,"PARKER","M","1/1/2009 0:00","Unknown","Manhattan",10024,107,"169","MN12",6,10,29,"6/9/2016","7/12/2017"
98118,"LUNA","F","3/1/2012 0:00","Beagle Crossbreed","Staten Island",10306,502,"122","SI45",50,11,24,"8/26/2016","8/26/2017"
11089,"SASHA","F","8/1/2009 0:00","Jack Russell Terrier","Manhattan",10025,107,"189","MN12",7,13,30,"3/31/2015","5/3/2016"
66411,"SIMBA","M","11/1/2010 0:00","American Pit Bull Terrier/Pit Bull","Jackson heights ",11372,403,"281","QN28",25,14,13,"4/18/2016","5/15/2017"
59384,"GIO","M","10/1/2014 0:00","Maltese","Brooklyn",11228,NA,"NULL","NULL",NA,NA,NA,"3/16/2016","12/31/2016"
18972,"BILLY ","M","2/1/2010 0:00","Unknown","Staten Island",10301,501,"39","SI08",49,11,23,"5/28/2015","7/7/2016"
36969,"YOGI","M","1/1/2015 0:00","Poodle, Standard","Manhattan",10027,109,"211","MN09",7,13,30,"10/21/2015","10/21/2016"
92254,"ELSA","F","3/1/2014 0:00","Pug","Brooklyn",11206,301,"493","BK78",34,7,18,"8/2/2016","8/23/2017"
28033,"PEPE ","M","9/1/2004 0:00","Chihuahua","Brooklyn",11208,305,"118202","BK83",37,7,18,"8/6/2015","8/20/2016"
116309,"ROCKY","M","10/1/2006 0:00","Yorkshire Terrier","Brooklyn",11220,307,"74","BK32",38,7,20,"11/23/2016","12/30/2017"
111792,"SAMANTHA","F","8/1/2014 0:00","American Pit Bull Mix / Pit Bull Mix","Bronx",10470,212,"45101","BX62",11,16,34,"10/30/2016","10/18/2017"
41847,"LILY","F","6/1/2011 0:00","American Pit Bull Mix / Pit Bull Mix","Bronx",10463,208,"301","BX29",11,16,34,"12/3/2015","10/13/2018"
112879,"PIPPIN","M","10/1/2008 0:00","Poodle, Miniature","Manhattan",10075,108,"132","MN31",5,12,28,"11/4/2016","12/4/2017"
111293,"PEPPER","F","1/1/2012 0:00","Lhasa Apso","Staten Island",10306,503,"138","SI25",50,11,24,"10/27/2016","10/27/2017"
101966,"TEDDY","M","11/1/2004 0:00","Poodle, Standard","Queens",11106,401,"59","QN70",22,12,12,"9/14/2016","9/10/2017"
2981,"MILAN","M","10/1/2014 0:00","Shih Tzu","Bronx",10457,206,"37504","BX17",15,15,33,"1/14/2015","1/14/2016"
111493,"LUCY","F","7/1/2013 0:00","Labradoodle","Manhattan",10001,NA,"NULL","NULL",NA,NA,NA,"10/28/2016","9/23/2017"
113517,"DOO ","M","8/1/2016 0:00","Shih Tzu","Brooklyn",11219,312,"114","BK88",44,10,17,"11/8/2016","11/8/2017"
84921,"BRONSON ","M","5/1/2009 0:00","Shiba Inu","Manhattan",10035,111,"182","MN34",8,13,30,"7/4/2016","8/26/2017"
26407,"PENNY","F","9/1/2011 0:00","Coonhound, Black and Tan","Brooklyn",11215,306,"167","BK37",39,9,21,"7/25/2015","8/31/2016"
14643,"GABBY","F","1/1/2015 0:00","Labrador Retriever Crossbreed","Queens",11421,409,"8","QN53",32,7,15,"4/26/2015","4/26/2016"
110434,"BEAR","M","7/1/2013 0:00","Unknown","Manhattan",10019,104,"139","MN15",3,10,27,"10/22/2016","12/3/2017"
77705,"SHAI","M","1/1/2010 0:00","Unknown","Brooklyn",11231,306,"47","BK33",39,7,26,"6/4/2016","8/27/2020"
18931,"SHENIA","F","4/1/2008 0:00","American Pit Bull Terrier/Pit Bull","Manhattan",10032,109,"23501","MN04",7,13,30,"5/28/2015","6/11/2016"
19641,"ETTA","F","9/1/2012 0:00","Norfolk Terrier","Manhattan",10003,102,"61","MN23",2,12,27,"6/3/2015","12/28/2020"
879,"GRACE","F","9/1/2011 0:00","Shiba Inu","Manhattan",10001,104,"91","MN13",3,12,27,"11/25/2014","11/25/2016"
103809,"WILEY","M","3/1/2006 0:00","German Shepherd Crossbreed","Manhattan",10128,108,"14802","MN40",5,12,28,"9/21/2016","11/15/2017"
77306,"NIKO","M","6/1/2008 0:00","Pomeranian","Brooklyn",11234,318,"724","BK58",46,8,21,"6/2/2016","6/27/2017"
39455,"UNKNOWN","F","5/1/2015 0:00","Beagle","Brooklyn",11228,311,"186","BK28",43,11,22,"11/13/2015","11/13/2016"
98870,"PLATO","M","1/1/2004 0:00","Maltese","Brooklyn",11235,315,"600","BK17",48,9,23,"8/31/2016","9/29/2017"
90025,"KLEY","M","12/1/2008 0:00","Unknown","Brooklyn",11207,305,"1146","BK83",37,7,18,"7/22/2016","8/10/2017"
97592,"OTIS ","M","1/1/2016 0:00","Dachshund Smooth Coat Miniature","Manhattan",10028,108,"136","MN32",5,12,28,"8/23/2016","8/23/2021"
11504,"COACH","M","3/1/2010 0:00","Unknown","Bronx",10471,208,"30701","BX22",11,16,34,"4/4/2015","5/10/2016"
51511,"ALBERT ","M","1/1/2002 0:00","Unknown","Manhattan",10021,108,"124","MN31",5,12,28,"2/5/2016","2/28/2017"
74848,"GUCCI","F","8/1/2010 0:00","American Pit Bull Mix / Pit Bull Mix","Queens",11385,405,"587","QN20",30,6,15,"5/21/2016","4/8/2017"
82792,"LOTTIE","F","11/1/2011 0:00","Boston Terrier","Brooklyn",11225,309,"213","BK63",35,9,20,"6/25/2016","3/21/2021"
105867,"TUNDRA","M","11/1/2013 0:00","Newfoundland","Bronx",10465,210,"118","BX52",13,14,34,"9/30/2016","10/28/2017"
2450,"NATACHA ","F","1/1/2001 0:00","Poodle, Miniature","Queens",11373,404,"26901","QN29",25,14,13,"1/7/2015","1/30/2016"
76627,"PENNY","F","3/1/2014 0:00","Golden Retriever","Manhattan",10025,107,"181","MN12",7,10,30,"5/31/2016","7/14/2021"
17377,"SAMPSON","M","12/1/2012 0:00","Vizsla","Queens",11105,401,"12301","QN72",22,14,13,"5/14/2015","2/15/2017"
21470,"TACO","M","2/1/2015 0:00","Poodle Crossbreed","Manhattan",10037,111,"210","MN34",9,13,30,"6/16/2015","6/16/2016"
79836,"TINKY","F","1/1/2004 0:00","Pomeranian","Staten Island",10312,503,"15601","SI54",51,11,24,"6/13/2016","6/15/2017"
27244,"MIA","F","4/1/2012 0:00","Shiba Inu","Queens",11103,401,"161","QN70",26,14,12,"7/31/2015","8/8/2016"
59226,"DIAMOND ","F","2/1/2010 0:00","German Shepherd Crossbreed","Brooklyn",11207,305,"1128","BK85",42,8,19,"3/16/2016","12/7/2016"
85538,"SONNY ","M","3/1/2008 0:00","Cocker Spaniel","Brooklyn",11215,307,"149","BK37",39,9,21,"7/7/2016","7/27/2017"
17551,"KIKI","F","10/1/2012 0:00","Unknown","Queens",11369,403,"367","QN27",21,14,13,"5/15/2015","4/30/2016"
101750,"ROYAL ","M","9/1/2006 0:00","Maltese","Bronx",10462,211,"252","BX37",13,14,34,"9/13/2016","9/3/2017"
57960,"NIKITA ","F","1/1/2002 0:00","Pekingese","Bronx",10472,209,"64","BX08",18,15,32,"3/10/2016","4/28/2017"
30285,"WELLINGTON","M","2/1/2011 0:00","Border Collie","Queens",11358,407,"1175","QN51",19,6,11,"8/22/2015","8/22/2017"
66798,"KITTY","F","2/1/2012 0:00","Terrier mix","Queens",11102,401,"97","QN72",22,14,12,"4/19/2016","4/19/2017"
85388,"COCO","M","7/1/2010 0:00","Shih Tzu","Bronx",10474,202,"117","BX27",17,15,32,"7/6/2016","7/6/2017"
85365,"BOSCO","M","10/1/2008 0:00","Shih Tzu","Staten Island",10303,501,"30301","SI12",49,11,23,"7/6/2016","10/2/2017"
47756,"MAXIMUS","M","8/1/2013 0:00","Chihuahua","Brooklyn",11223,311,"400","BK29",47,11,22,"1/15/2016","3/12/2017"
14864,"BALLY ","F","1/1/2012 0:00","Golden Retriever","Manhattan",10075,108,"136","MN32",5,12,28,"4/27/2015","4/27/2016"
55379,"MORGANE","F","2/1/2010 0:00","Labrador Retriever","Manhattan",10023,107,"153","MN14",6,10,27,"2/26/2016","4/19/2017"
27685,"BABE","F","1/1/2012 0:00","American Pit Bull Mix / Pit Bull Mix","Manhattan",10026,110,"216","MN11",9,13,30,"8/3/2015","9/10/2016"
47221,"PULPITO","M","9/1/2010 0:00","Chihuahua","Manhattan",10038,101,"1502","MN25",1,10,26,"1/13/2016","3/6/2017"
12109,"DORY","F","5/1/2014 0:00","Norfolk Terrier","Manhattan",10023,107,"161","MN12",6,10,29,"4/9/2015","4/9/2016"
93759,"SOFIA ","F","1/1/2002 0:00","Shih Tzu","Manhattan",10023,107,"155","MN14",6,10,27,"8/8/2016","9/30/2018"
25599,"ANDY","M","1/1/2014 0:00","Chinese Shar-Pei","Queens",11421,409,"12","QN53",32,7,15,"7/19/2015","7/19/2016"
54724,"MAMA","F","1/1/2005 0:00","Unknown","Brooklyn",11221,303,"295","BK35",36,8,25,"2/23/2016","4/10/2017"
39698,"BUCKY ","M","9/1/2013 0:00","Boston Terrier","Brooklyn",11217,302,"127","BK38",33,7,25,"11/15/2015","11/15/2020"
60465,"KING","M","4/1/2010 0:00","Unknown","Queens",11101,401,"31","QN68",26,12,12,"3/22/2016","5/11/2017"
109812,"MINNIE ","F","1/1/2003 0:00","Bichon Frise","Manhattan",10075,108,"138","MN32",5,12,28,"10/19/2016","11/29/2017"
75617,"OREO","F","3/1/2008 0:00","Shih Tzu","Queens",11368,404,"44302","QN25",21,14,13,"5/25/2016","6/22/2017"
15324,"KATIE ","F","1/1/2006 0:00","Shih Tzu","Queens",11370,403,"327","QN28",25,14,13,"4/30/2015","4/29/2016"
53626,"HENRY","M","11/1/2011 0:00","German Shepherd Crossbreed","Staten Island",10314,502,"27702","SI24",51,11,24,"2/18/2016","2/19/2017"
53851,"BLUE ","M","4/1/2010 0:00","Boston Terrier","Bronx",10463,208,"29301","BX29",11,16,34,"2/19/2016","2/18/2017"
99096,"DIEGO ","M","5/1/2016 0:00","Beagle Crossbreed","Bronx",10462,211,"252","BX37",13,14,34,"9/1/2016","9/1/2018"
104312,"LATKE","M","6/1/2016 0:00","Cavalier King Charles Spaniel","Manhattan",10019,104,"139","MN15",3,10,27,"9/22/2016","9/22/2017"
87365,"PRINCE","M","3/1/2016 0:00","Cocker Spaniel","Manhattan",10011,104,"87","MN13",3,12,27,"7/13/2016","7/13/2017"
8151,"MILO","M","8/1/2006 0:00","Yorkshire Terrier","Brooklyn",11211,301,"519","BK73",33,12,18,"3/5/2015","1/30/2017"
92668,"PENNY","F","3/1/2014 0:00","Poodle, Standard","Queens",11417,410,"54","QN56",32,8,15,"8/4/2016","8/4/2019"
64635,"PRINCE","M","12/1/2005 0:00","Chihuahua","Brooklyn",11211,301,"527","BK73",34,7,18,"4/10/2016","4/10/2017"
88080,"BROOKLYN ","F","6/1/2005 0:00","Cocker Spaniel","Brooklyn",11206,301,"489","BK78",34,7,18,"7/15/2016","6/29/2017"
31881,"GINO","M","6/1/2010 0:00","Maltese","Staten Island",10312,503,"17010","SI48",51,11,24,"9/4/2015","10/3/2016"
5910,"MIA","F","11/1/2009 0:00","Labrador Retriever","Manhattan",10025,107,"187","MN12",6,10,31,"2/14/2015","3/5/2019"
104269,"SOPHIE ","F","4/1/2016 0:00","Bichon Frise","Queens",11580,NA,"NULL","NULL",NA,NA,NA,"9/22/2016","9/22/2018"
65366,"LACEY","F","7/1/2009 0:00","Cavalier King Charles Spaniel","Manhattan",10028,108,"136","MN32",5,12,28,"4/13/2016","4/13/2017"
76955,"PUKI","F","10/1/2008 0:00","Jack Russell Terrier","Manhattan",10009,106,"44","MN50",4,12,27,"6/1/2016","6/1/2018"
39980,"COCO","F","6/1/2009 0:00","Dachshund Smooth Coat Miniature","Manhattan",10016,106,"80","MN20",4,12,28,"11/17/2015","10/21/2016"
46778,"OREO ","F","1/1/2004 0:00","Pomeranian","Manhattan",10075,108,"138","MN32",5,12,28,"1/11/2016","2/28/2017"
23004,"BEAST","M","4/1/2008 0:00","Bull Dog, English","Brooklyn",11229,315,"580","BK44",48,11,19,"6/27/2015","7/31/2016"
48580,"COOKIE ","F","1/1/2004 0:00","Yorkshire Terrier","Staten Island",10306,503,"14606","SI54",51,11,24,"1/21/2016","12/30/2016"
40383,"LULUBELLE ","F","1/1/2004 0:00","Poodle, Toy","STATEN IS",10314,502,"27705","SI24",50,11,24,"11/20/2015","11/29/2016"
57195,"PAM","F","1/1/2012 0:00","American Pit Bull Terrier/Pit Bull","Brooklyn",11209,310,"66","BK31",43,11,22,"3/7/2016","1/23/2017"
42856,"BARON","M","7/1/2008 0:00","Doberman Pinscher","Bronx",10458,206,"391","BX06",15,15,33,"12/10/2015","1/7/2017"
3608,"ELLIE","F","11/1/2009 0:00","American Eskimo dog","Manhattan",10011,105,"54","MN13",3,12,28,"1/20/2015","1/20/2019"
386,"BARKLEY ","F","3/1/2014 0:00","Labradoodle","Manhattan",10128,108,"154","MN32",5,12,28,"10/11/2014","10/11/2019"
83602,"LUCKY ","M","1/1/2005 0:00","Unknown","Brooklyn",11223,315,"386","BK26",47,11,22,"6/28/2016","8/30/2017"
70506,"LOKI","M","2/1/2016 0:00","Jack Russell Terrier","Manhattan",10012,102,"41","MN24",1,7,26,"5/5/2016","5/5/2017"
82406,"FEBE","F","3/1/2016 0:00","Miniature Pinscher","Brooklyn",11231,NA,"NULL","NULL",NA,NA,NA,"6/23/2016","6/23/2017"
66958,"BUSTER","M","1/1/2007 0:00","Unknown","Manhattan",10009,103,"2602","MN28",2,12,27,"4/20/2016","3/26/2017"
83843,"ANNIE","F","1/1/2011 0:00","Chihuahua","Queens",11368,404,"413","QN25",21,14,13,"6/29/2016","7/26/2017"
13346,"GINGER ","F","2/1/2013 0:00","Japanese Chin","Queens",11109,402,"1","QN31",26,12,12,"4/17/2015","4/17/2016"
106289,"ELMER","M","11/1/2010 0:00","Unknown","Brooklyn",11215,306,"167","BK37",39,9,21,"10/2/2016","6/24/2018"
57373,"MAGGIE","F","7/1/2012 0:00","Dutch Shepherd","Brooklyn",11205,302,"191","BK69",35,8,25,"3/7/2016","3/7/2017"
14759,"UNKNOWN","F","1/1/2015 0:00","Unknown","Queens",11420,410,"104","QN55",28,5,10,"4/27/2015","4/27/2016"
11247,"CANELA","F","1/1/2012 0:00","Golden Retriever","Manhattan",10031,109,"229","MN04",7,13,30,"4/2/2015","4/23/2016"
45956,"JUNE ","F","6/1/2015 0:00","Miniature Pinscher","Manhattan",10009,103,"2202","MN28",2,12,26,"1/6/2016","1/6/2017"
82681,"LOKI","M","8/1/2012 0:00","American Staffordshire Terrier ","Queens",11416,409,"42","QN53",32,7,15,"6/24/2016","8/6/2017"
108784,"OTTO","M","9/1/2010 0:00","Plott","Queens",11364,411,"1403","QN46",23,6,11,"10/15/2016","10/15/2018"
70004,"ECLIPSE ","F","6/1/2005 0:00","Unknown","Queens",11415,409,"140","QN60",29,6,14,"5/3/2016","5/30/2017"
31343,"UNKNOWN","F","4/1/2015 0:00","Shiba Inu","Brooklyn",11233,316,"363","BK79",41,9,25,"8/31/2015","8/31/2016"
121877,"FOX ","M","9/1/2016 0:00","Labrador Retriever Crossbreed","Brooklyn",11221,304,"415","BK78",37,7,18,"12/29/2016","12/19/2018"
67446,"LUCKY","M","1/1/2007 0:00","Unknown","Brooklyn",11209,310,"142","BK31",43,11,22,"4/22/2016","4/9/2017"
77447,"PEANUT","M","6/1/2009 0:00","Yorkshire Terrier","Queens",11417,410,"86","QN56",32,8,15,"6/3/2016","6/28/2018"
45155,"SCOOBY","M","12/1/2005 0:00","Beagle","Brooklyn",11216,308,"31702","BK61",35,9,20,"12/30/2015","12/30/2016"
